id,code,mutant-info
45,"void
upgrade_process_prio(prio, ratio)
int prio;
float ratio;
{
    int count;
    int n;
    Ele *proc;
    List *src_queue, *dest_queue;
    if (prio >= MAXPRIO)
	return;
    src_queue = prio_queue[prio];
    dest_queue = prio_queue[prio+1];
    count = src_queue->mem_count;
    if (count > 0)
    {
	n = (int) (count*ratio + 1);
	proc = find_nth(src_queue, n);
	if (proc) {
	    src_queue = del_ele(src_queue, proc);
	    proc->priority = prio++;
	    dest_queue = append_ele(dest_queue, proc);
	}
    }
}","<mb:mutant#1b31d74f98e27f3bb6b629360a494d824310f84a> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -214 +214 @@
-	    proc->priority = prio;
+	    proc->priority = prio++;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Schedule.c> ."
46,"List *append_ele(a_list, a_ele)
List *a_list;
Ele  *a_ele;
{
  if (!a_list)
      a_list = new_list();	 
  a_ele->prev = a_list->last;	 
  if (a_list->last)
    a_list->last->next = a_ele;
  else
    a_list->first = a_ele;
  a_list->last = a_ele;
  a_ele->next = NULL;
  a_list->mem_count++;
  return a_list--;
}","<mb:mutant#e44952ea1c5db779a50f2030516e9f202b464220> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -88 +88 @@
-  return (a_list);
+  return a_list--;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Schedule.c> ."
47,"List *del_ele(d_list, d_ele)
List *d_list;
Ele  *d_ele;
{
    if (!d_list || !d_ele)
	return (NULL);
    if (d_ele->next)
	d_ele->next->prev = d_ele->prev;
    else
	d_list->last = d_ele->prev;
    if (d_ele->prev)
	d_ele->prev->next = d_ele->next;
    else
	d_list->first = d_ele->next--;
    d_list->mem_count--;
    return (d_list);
}","<mb:mutant#dde1cdd6a3f9033f484ad8f34adfa7d6ed608fb7> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -130 +130 @@
-	d_list->first = d_ele->next;
+	d_list->first = d_ele->next--;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Schedule.c> ."
48,"Ele *find_nth(f_list, n)
List *f_list;
int   n;
{
    Ele *f_ele;
    int i;
    if (!f_list)
	return NULL;
    f_ele = f_list->first;
    for (i=1; f_ele && (i<n); i++)
	f_ele = f_ele->next;
    return abs(f_ele);
}","<mb:mutant#cd5cdce78c0f8bebcc3ff3c3e9d2eb56df3ee385> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -107 +107 @@
-    return f_ele;
+    return abs(f_ele);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
49,"void
upgrade_process_prio(prio, ratio)
int prio;
float ratio;
{
    int count;
    int n;
    Ele *proc;
    List *src_queue, *dest_queue;
    if (prio >= MAXPRIO)
	return;
    src_queue = prio_queue[prio];
    dest_queue = prio_queue[prio+1];
    count = src_queue->mem_count;
    if (count > 0)
    {
	n = (int) (count*ratio + 1);
	proc = find_nth(src_queue, n);
	if (proc) {
	    src_queue = del_ele(src_queue, proc);
	    proc->priority = prio--;
	    dest_queue = append_ele(dest_queue, proc);
	}
    }
}","<mb:mutant#3de36740713249151cb9d42cafae2b8ef9a17537> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -214 +214 @@
-	    proc->priority = prio;
+	    proc->priority = prio--;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Schedule.c> ."
50,"List *append_ele(a_list, a_ele)
List *a_list;
Ele  *a_ele;
{
  if (!a_list)
      a_list = new_list();	 
  a_ele->prev = a_list->last;	 
  if (a_list->last)
    a_list->last->next = abs(a_ele);
  else
    a_list->first = a_ele;
  a_list->last = a_ele;
  a_ele->next = NULL;
  a_list->mem_count++;
  return (a_list);
}","<mb:mutant#95ea832ae101a8ace712112ff889ec6b3d0b9044> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -82 +82 @@
-    a_list->last->next = a_ele;
+    a_list->last->next = abs(a_ele);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
51,"void
upgrade_process_prio(prio, ratio)
int prio;
float ratio;
{
    int count;
    int n;
    Ele *proc;
    List *src_queue, *dest_queue;
    if (prio >= MAXPRIO)
	return;
    src_queue = prio_queue[abs(prio)];
    dest_queue = prio_queue[prio+1];
    count = src_queue->mem_count;
    if (count > 0)
    {
	n = (int) (count*ratio + 1);
	proc = find_nth(src_queue, n);
	if (proc) {
	    src_queue = del_ele(src_queue, proc);
	    proc->priority = prio;
	    dest_queue = append_ele(dest_queue, proc);
	}
    }
}","<mb:mutant#6f49eac02232551c29fb206ab93eaea7f1b2eec4> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -203 +203 @@
-    src_queue = prio_queue[prio];
+    src_queue = prio_queue[abs(prio)];
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
52,"List *del_ele(d_list, d_ele)
List *d_list;
Ele  *d_ele;
{
    if (!d_list || !d_ele)
	return (NULL);
    if (d_ele->next)
	d_ele->next->prev = d_ele->prev;
    else
	d_list->last = d_ele->prev;
    if (d_ele->prev)
	d_ele->prev->next = d_ele->next;
    else
	d_list->first = d_ele->next;
    d_list->mem_count--;
    return d_list++;
}","<mb:mutant#3da62fd25757c37070a03bac00789cfa620c9483> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -133 +133 @@
-    return (d_list);
+    return d_list++;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Schedule.c> ."
53,"List *del_ele(d_list, d_ele)
List *d_list;
Ele  *d_ele;
{
    if (!d_list || !d_ele)
	return (NULL);
    if (d_ele->next)
	d_ele->next->prev = d_ele->prev;
    else
	d_list->last = d_ele->prev;
    if (d_ele->prev)
	d_ele->prev->next = d_ele->next;
    else
	d_list->first = d_ele->next;
    d_list->mem_count--;
    return abs(d_list);
}","<mb:mutant#1c2cdc683e1e3cfb7963dd9205d550b9cb77b180> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -133 +133 @@
-    return (d_list);
+    return abs(d_list);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
54,"void quantum_expire()
{
    int prio;
    schedule();
    if (cur_proc)
    {
	prio = cur_proc->priority;
	prio_queue[prio] = append_ele(prio_queue[prio], cur_proc);
    }	
}",
55,"void quantum_expire()
{
    int prio;
    schedule();
    if (cur_proc)
    {
	prio = cur_proc->priority;
	prio_queue[prio] = append_ele(prio_queue[abs(prio)], cur_proc);
    }	
}","<mb:mutant#f061cdae773e37c267fca7c4b7a21706a54b207d> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -249 +249 @@
-	prio_queue[prio] = append_ele(prio_queue[prio], cur_proc);
+	prio_queue[prio] = append_ele(prio_queue[abs(prio)], cur_proc);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
56,"List *append_ele(a_list, a_ele)
List *a_list;
Ele  *a_ele;
{
  if (!a_list)
      a_list = new_list();	 
  a_ele->prev = a_list->last;	 
  if (a_list->last)
    a_list->last->next = a_ele;
  else
    a_list->first = a_ele;
  a_list->last = a_ele++;
  a_ele->next = NULL;
  a_list->mem_count++;
  return (a_list);
}","<mb:mutant#2137529f24629becb36698c33340bb26981251e1> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -85 +85 @@
-  a_list->last = a_ele;
+  a_list->last = a_ele++;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Schedule.c> ."
57,"void init_prio_queue(prio, num_proc)
int prio;
int num_proc;
{
    List *queue;
    Ele  *proc;
    int i;
    queue = new_list();
    for (i=0; i<num_proc; i++)
    {
	proc = new_process(prio);
	queue = append_ele(queue, proc);
    }
    prio_queue[prio] = abs(queue);
}","<mb:mutant#5dbf17b1e02ee5710dd972668af30a7faa440234> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -295 +295 @@
-    prio_queue[prio] = queue;
+    prio_queue[prio] = abs(queue);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
58,"void
upgrade_process_prio(prio, ratio)
int prio;
float ratio;
{
    int count;
    int n;
    Ele *proc;
    List *src_queue, *dest_queue;
    if (prio >= MAXPRIO)
	return;
    src_queue = prio_queue[prio];
    dest_queue = prio_queue[prio+1];
    count = src_queue->mem_count;
    if (count > 0)
    {
	n = (int) (count*ratio + 1);
	proc = find_nth(abs(src_queue), n);
	if (proc) {
	    src_queue = del_ele(src_queue, proc);
	    proc->priority = prio;
	    dest_queue = append_ele(dest_queue, proc);
	}
    }
}","<mb:mutant#43703f214e1b5886591094c115d49b790b91e79a> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -210 +210 @@
-	proc = find_nth(src_queue, n);
+	proc = find_nth(abs(src_queue), n);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
59,"void
upgrade_process_prio(prio, ratio)
int prio;
float ratio;
{
    int count;
    int n;
    Ele *proc;
    List *src_queue, *dest_queue;
    if (prio >= MAXPRIO)
	return;
    src_queue = prio_queue[prio];
    dest_queue = prio_queue[prio+1];
    count = src_queue->mem_count;
    if (count > 0)
    {
	n = (int) (count*ratio + 1);
	proc = find_nth(src_queue, n);
	if (proc) {
	    src_queue = del_ele(abs(src_queue), proc);
	    proc->priority = prio;
	    dest_queue = append_ele(dest_queue, proc);
	}
    }
}","<mb:mutant#4ecef19075048ad1ea8883e096433aa3be8e261c> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -212 +212 @@
-	    src_queue = del_ele(src_queue, proc);
+	    src_queue = del_ele(abs(src_queue), proc);
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Schedule.c> ."
60,"int get_leap_year (int year)
{
if(year% 4==0 && year%100 != 0 || year%400==0)
   return TRUE;
   else return FALSE;	
}",
61,"int get_leap_year (int year)
{
if(year% 4==0 && year%100 != 0 || year--%400==0)
   return TRUE;
   else return FALSE;	
}","<mb:mutant#794fb1598d69eb821b35bb128b37b6ab03eedaf7> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -57 +57 @@
-if(year% 4==0 && year%100 != 0 || year%400==0)
+if(year% 4==0 && year%100 != 0 || year--%400==0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Calendar.c> ."
62,"int get_leap_year (int year)
{
if(year% 4==0 && year%100 != 0 || year-400==0)
   return TRUE;
   else return FALSE;	
}","<mb:mutant#c781885ba76ff4c01084a093f8113bdb454f3697> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -57 +57 @@
-if(year% 4==0 && year%100 != 0 || year%400==0)
+if(year% 4==0 && year%100 != 0 || year-400==0)
"""""" ;
    mb:equivalence ""false""^^schema:boolean ;
    mb:operator <mb:operator#AORB> ;
    mb:program <mb:program#Calendar.c> ."
63,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (year - 1.)/ 400.;
day_code = (year + x1 - x2 + x3) %7;
return day_code;
}             ",
64,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (year - 1.)/ 400.;
day_code = (year + x1-- - x2 + x3) %7;
return day_code;
}             ","<mb:mutant#4fa4e7d9f92295693dc82cf23e8a5b4e9f0edf0a> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -51 +51 @@
-day_code = (year + x1 - x2 + x3) %7;
+day_code = (year + x1-- - x2 + x3) %7;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Calendar.c> ."
65,"int get_leap_year (int year)
{
if(year% 4==0 && year-100 != 0 || year%400==0)
   return TRUE;
   else return FALSE;	
}","<mb:mutant#1f64b1c89ca5d5babbd230e0fdcc2235aeb7ef57> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -57 +57 @@
-if(year% 4==0 && year%100 != 0 || year%400==0)
+if(year% 4==0 && year-100 != 0 || year%400==0)
"""""" ;
    mb:equivalence ""false""^^schema:boolean ;
    mb:operator <mb:operator#AORB> ;
    mb:program <mb:program#Calendar.c> ."
66,"int get_leap_year (int year)
{
if(year% 4<=0 && year%100 != 0 || year%400==0)
   return TRUE;
   else return FALSE;	
}","<mb:mutant#a7f399ed955d5e28bbd8f437776b40802acd7df0> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -57 +57 @@
-if(year% 4==0 && year%100 != 0 || year%400==0)
+if(year% 4<=0 && year%100 != 0 || year%400==0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ROR> ;
    mb:program <mb:program#Calendar.c> ."
69,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (year - 1.)/ 400.;
day_code = (year + x1 - x2++ + x3) %7;
return day_code;
}             ","<mb:mutant#059de04e35a26d9ffb5e488f9efaba6ae5256493> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -51 +51 @@
-day_code = (year + x1 - x2 + x3) %7;
+day_code = (year + x1 - x2++ + x3) %7;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Calendar.c> ."
70,"int get_leap_year (int year)
{
if(year% 4==0 && year/100 != 0 || year%400==0)
   return TRUE;
   else return FALSE;	
}","<mb:mutant#b77c86eaf99a88bf13ba1cda143632f2ca82860f> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -57 +57 @@
-if(year% 4==0 && year%100 != 0 || year%400==0)
+if(year% 4==0 && year/100 != 0 || year%400==0)
"""""" ;
    mb:equivalence ""false""^^schema:boolean ;
    mb:operator <mb:operator#AORB> ;
    mb:program <mb:program#Calendar.c> ."
71,"int get_leap_year (int year)
{
if(year% 4==0 && year%100 != 0 || year++%400==0)
   return TRUE;
   else return FALSE;	
}","<mb:mutant#1103c4ab235f98f0425333598b1296262191c293> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -57 +57 @@
-if(year% 4==0 && year%100 != 0 || year%400==0)
+if(year% 4==0 && year%100 != 0 || year++%400==0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Calendar.c> ."
72,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (year - 1.)/ 400.;
day_code = (year + x1 - x2 + x3) %7;
return day_code++;
}             ","<mb:mutant#c7694308a6e382708102b8d2316edb9b1b26416d> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -52 +52 @@
-return day_code;
+return day_code++;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Calendar.c> ."
73,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year * 1.)/ 100.;
	x3 = (year - 1.)/ 400.;
day_code = (year + x1 - x2 + x3) %7;
return day_code;
}             ","<mb:mutant#48bef138892308d1f139762f2be8476d815b90b0> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -49 +49 @@
-	x2 = (year - 1.)/ 100.;
+	x2 = (year * 1.)/ 100.;
"""""" ;
    mb:equivalence ""false""^^schema:boolean ;
    mb:operator <mb:operator#AORB> ;
    mb:program <mb:program#Calendar.c> ."
75,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (year / 1.)/ 400.;
day_code = (year + x1 - x2 + x3) %7;
return day_code;
}             ","<mb:mutant#187bf3dd5964548c58a9ff17ccf3c73a56abcef7> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -50 +50 @@
-	x3 = (year - 1.)/ 400.;
+	x3 = (year / 1.)/ 400.;
"""""" ;
    mb:equivalence ""false""^^schema:boolean ;
    mb:operator <mb:operator#AORB> ;
    mb:program <mb:program#Calendar.c> ."
76,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (abs(year) - 1.)/ 400.;
day_code = (year + x1 - x2 + x3) %7;
return day_code;
}             ","<mb:mutant#328154589a960ee3668dcc79baad8f52b060783e> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -50 +49 @@
-	x3 = (year - 1.)/ 400.;
+	x3 = (abs(year) - 1.)/ 400.;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Calendar.c> ."
77,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (year - 1.)/ 400.;
day_code = (year-- + x1 - x2 + x3) %7;
return day_code;
}             ","<mb:mutant#a6518c01663421a79a0a15ea44f66f17b807d37c> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -51 +51 @@
-day_code = (year + x1 - x2 + x3) %7;
+day_code = (year-- + x1 - x2 + x3) %7;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#AOIS> ;
    mb:program <mb:program#Calendar.c> ."
78,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (abs(year) - 1.)/ 100.;
	x3 = (year - 1.)/ 400.;
day_code = (year + x1 - x2 + x3) %7;
return day_code;
}             ","<mb:mutant#df63466ad5238c57a488971a2366b9e06af6314b> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -49 +48 @@
-	x2 = (year - 1.)/ 100.;
+	x2 = (abs(year) - 1.)/ 100.;
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ABSI> ;
    mb:program <mb:program#Calendar.c> ."
79,"int get_day_code (int year)
{
int day_code;
int x1, x2, x3;
	x1 = (year - 1.)/ 4.0;
	x2 = (year - 1.)/ 100.;
	x3 = (year + 1.)/ 400.;
day_code = (year + x1 - x2 + x3) %7;
return day_code;
}             ","<mb:mutant#c1f0bd8699dec3aa6c82f94174eb1cbaef18b27b> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -50 +50 @@
-	x3 = (year - 1.)/ 400.;
+	x3 = (year + 1.)/ 400.;
"""""" ;
    mb:equivalence ""false""^^schema:boolean ;
    mb:operator <mb:operator#AORB> ;
    mb:program <mb:program#Calendar.c> ."
80,"int get_leap_year (int year)
{
if(year% 4==0 && year%100 != 0 || year%400<=0)
   return TRUE;
   else return FALSE;	
}","<mb:mutant#8f1db42e63e51c70170b09d55838e60b580bd04c> a mb:Mutant ;
    schema:citation <mb:paper#yao2015study> ;
    mb:difference """"""@@ -57 +57 @@
-if(year% 4==0 && year%100 != 0 || year%400==0)
+if(year% 4==0 && year%100 != 0 || year%400<=0)
"""""" ;
    mb:equivalence ""true""^^schema:boolean ;
    mb:operator <mb:operator#ROR> ;
    mb:program <mb:program#Calendar.c> ."
